!Internet_,0x46000,,XInternet_,0x66000,
GetHostByName,0x0
GetHostByAddr,0x1

!Internet_,0x4A240,,XInternet_,0x6A240,
Syslog,0x0
LogFile,0x1
LogLevel,0x2
ReadErrorMessage,0x3
